标题,行政区,地标,具体位置,地址,建筑面积/平方米,总价(万),每平方米价格(元),等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
萝岗万达广场星巴克临街门面 月租1W8 带五年租约 投姿必选,黄埔,萝岗,购物百货中心?1层,萝岗万达广场(商业),30.0,18.8,17500.0,"""NoClass""",113.27327125380468,23.178707421272646,113.2797222559149,23.185029696662406
（收租无忧）中山八临街旺铺 现经营一点点 月租1W4 带产权,荔湾,中山八路,临街门面?1层,中山八路新虹街商铺,18.0,12.8,20700.0,"""道路""",113.24245569177002,23.1312559030174,113.24896284318038,23.137121173155746
番禺永旺主通道首层旺铺 8.8万买断过户 带租(coco),番禺,番禺广场,购物百货中心?1层,永旺梦乐城(番禺)商铺,20.0,8.8,12800.0,"""购物""",113.39451348234367,22.943332850405186,113.40096589293427,22.949662820199433
（捡漏 11万买断）南沙万达广场一点点旺铺 ！,南沙,金洲,购物百货中心?1层,南沙万达广场(商业),20.0,11.0,31800.0,"""购物""",113.5388069489055,22.80086053063865,113.54526999926661,22.80704909903823
白云京溪地铁D口（摩登百货）临街门面出售带租月收租1万2,白云,京溪,临街门面?1层,圣地大厦,18.0,8.0,4444.44,"""商务大厦""",113.3281820645255,23.18773446140526,113.33475818558714,23.19346149645337
天河南！一线产权街铺！捡漏 业主低价出售 总价13万9！,天河,龙口东,临街门面?1层,天河南一路商铺,20.0,13.9,12600.0,"""道路""",113.33015986376619,23.136141372324326,113.3367016697989,23.1418417239273
低价捡漏！ 黄埔万达金街（业主生意周转折价急出售）,黄埔,开发西区,临街门面?1层,南岗万达广场,31.6,72.0,12300.0,"""购物""",113.5569894608964,23.10528450533643,113.56350891180793,23.111161506008853
年收租32万 全首层一线临街铺  超靓门面 消费人群必经路段,海珠,宝岗,临街门面?1层,可逸倾城商铺,56.17,680.0,36900.0,"""NoClass""",113.27100536798706,23.10311671022394,113.27744041987147,23.109418879690815
带租5万（总价268万买断过户）急售 万菱汇旺铺 现租喜茶,天河,体育西路,购物百货中心?1层,万菱汇商铺,25.0,268.0,17000.0,"""NoClass""",113.33676510417887,23.138364624149206,113.34331577918144,23.14402585647446
（产权无抵押）番禺万达金街旺铺 业主急售 买断过户 租金稳定,番禺,番禺广场,临街门面?1层,番禺万达金街,25.0,27.8,29300.0,"""购物""",113.82203800491934,23.281587053942837,113.82860907826661,23.287247862663958
荔湾中山八地铁口旺铺！临街带产权，总价72万可入手,荔湾,中山八路,临街门面?1层,中山八路新虹街商铺,20.0,72.0,18800.0,"""道路""",113.24245569177002,23.1312559030174,113.24896284318038,23.137121173155746
越秀区东风西路 一线马路面  大型社区临街商铺  急售,越秀,东风路,临街门面?1层,嘉和苑商铺,154.0,1500.0,14400.0,"""地产小区""",113.29076602309736,23.238146099438599,113.29719115656457,23.244430117371704
天河北超旺商圈 华师E口旺铺 业主自租(查理宜世) 租金稳定,天河,龙口东,商业街店铺?1层,华南师范大学教师新村商铺,35.0,27.8,14200.0,"""教育""",113.57541388656108,23.309277385976487,113.58200138514563,23.31495045384623
（低于市场价急卖）天河城肯德基 月租2W8  收租无忧 急卖,天河,体育西路,购物百货中心?1层,广州天河城广场,30.0,145.0,13000.0,"""购物""",113.33135173551642,23.141077007344327,113.33789777042748,23.146767932332194
(新年捡漏 市中心旺铺)万菱汇首层星巴克 36.8万低价出售,天河,龙口东,商业街店铺?1层,万菱汇商铺,30.0,36.8,124200.0,"""NoClass""",113.33676510417887,23.138364624149206,113.34331577918144,23.14402585647446
番禺万达产权靓铺  租金稳定收一万八 随时可看买断 现租奈雪,番禺,万博,购物百货中心?1层,汉溪大道东381号,35.0,35.0,147100.0,"""门址""",113.35564892328118,23.012702995257713,113.36217664960786,23.018466899831336
（一口价62.8万产权过户）天河城一楼星巴克旺铺.现租两万,天河,石牌,购物百货中心?1层,广州天河城广场,30.0,62.8,34500.0,"""购物""",113.33135173551642,23.141077007344327,113.33789777042748,23.146767932332194
（来电打折）越秀北京路（星巴克）38万买断产权过户！,越秀,西门口,购物百货中心?1层,北京路星座广场商铺,40.0,38.0,68600.0,"""道路""",113.42695517138485,23.430736526838318,113.43346358421258,23.436794590287485
捡漏!业主急售 西城都荟旺铺 现经营(喜茶)带租约月收1万9,荔湾,黄沙,购物百货中心?1层,西城都荟,30.0,36.0,12700.0,"""购物""",113.24696913797286,23.116246012688323,113.25346536687518,23.122189316490073
珠江新城 兴盛路一线临街便利店35方售980万,天河,珠江新城中,临街门面?1层,兴盛路,35.0,990.0,22300.0,"""道路""",113.29045979074911,23.349001744393399,113.29689109406583,23.355290072402956
东山广场首层星巴克 临街旺铺 业主急售买断过户 租金稳定收,越秀,北京路,写字楼配套?1层,东山广场(商业),36.0,39.6,11600.0,"""购物""",113.30038903103928,23.142405430101897,113.30683994420129,23.148566162365449
（23.8万总价，包含所有费用）南沙万达KFC旺铺.业主急售,南沙,金洲,购物百货中心?1层,南沙万达广场(商业),35.0,23.8,18400.0,"""购物""",113.5388069489055,22.80086053063865,113.54526999926661,22.80704909903823
海珠区旺地江南西路珍珠一线临街商铺出售 各付各税 稳定收租,海珠,宝岗,临街门面?1层,江南西商铺,24.6,490.0,12700.0,"""地产小区""",113.27485029522959,23.100138281857264,113.28128335646177,23.106465798619685
东山广场首层星巴克 临街旺铺 业主急售买断过户 租金稳定收,越秀,北京路,写字楼配套?1层,东山广场(商业),30.0,32.88,215300.0,"""购物""",113.30038903103928,23.142405430101897,113.30683994420129,23.148566162365449
江南西商圈 地铁旁餐饮铺急售 238方售530万收租2.4万,海珠,江南西,社区底商?1层,江南西-地铁站-广州市海珠区,238.0,530.0,15300.0,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
无 随时可看！番禺广州南站 （临街商铺 独立红本 带租）,番禺,市桥北,商业街店铺?1层,广州南站(商业),25.0,28.9,13900.0,"""NoClass""",113.2811775999176,23.137089166749928,113.28759005910776,23.143424634615735
业主急卖！临街商铺（增城万达广场）证件齐全房管局当天过户,增城,荔城富鹏,商业街店铺?1层,增城万达广场(商业),40.0,65.7,107000.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
白云凯德广场(星巴克)在经营中 业主带租约出售 过户包税,白云,白云万达,购物百货中心?1层,凯德广场,42.0,8.8,24500.0,"""购物""",113.2757315329346,23.18714015792105,113.2821830755789,23.19347549891817
房管局过户！海珠江南西(七仔便利店) 22万买断月租1万2,海珠,江南西,商业街店铺?1层,江南西站地铁(商业),10.0,22.0,42200.0,"""乡镇""",108.28443207353958,22.80621750502378,108.29098525202569,22.811996048530383
卖断出售！广州南站丨肯德基  总价58.8万 收租3万,番禺,南站,商业街店铺?1层,广州南站(商业),20.0,58.8,11100.0,"""NoClass""",113.2811775999176,23.137089166749928,113.28759005910776,23.143424634615735
（一口价19.8万买断过户)美林天地首层旺铺 带租(星巴克),天河,体育西路,购物百货中心?1层,美林MLIVE天地,25.0,19.8,15600.0,"""购物""",113.42261795835013,23.111024013660246,113.42908112765955,23.117150105436978
业主生意失败 低价出售维多利广场街铺 100万买断过户 急卖,天河,体育中心,写字楼配套?1层,维多利广场(商业),18.0,100.0,15200.0,"""NoClass""",113.32741760653677,23.140787311382355,113.33395594770474,23.1465151008835
（产权过户!）萝岗万达 临街产权旺铺带（一点点）租约1w6,黄埔,萝岗,购物百货中心?1层,萝岗万达广场(商业),24.0,15.8,39000.0,"""NoClass""",113.27327125380468,23.178707421272646,113.2797222559149,23.185029696662406
白云凯德广场(星巴克)在经营中 业主带租约出售 过户包税,白云,白云万达,购物百货中心?1层,凯德广场,42.0,8.8,2095.24,"""购物""",113.2757315329346,23.18714015792105,113.2821830755789,23.19347549891817
捡漏！天河南一路商铺 产权清晰可过户 价8万7手慢无！稳收租,天河,体育西路,临街门面?1层,天河南一路商铺,22.0,8.7,14700.0,"""道路""",113.33015986376619,23.136141372324326,113.3367016697989,23.1418417239273
广州大学城商业中心（COCO）现租12500  笋,番禺,大学城,购物百货中心?1层,广州大学商业中心,24.0,12.8,25000.0,"""购物""",113.3793115480339,23.047618806313463,113.38578676975101,23.053779696172076
(买断过户)骏壹万邦首层星巴克 一次性22.8万 即买即收,花都,新区,购物百货中心?1层,骏壹万邦广场,30.0,22.8,65000.0,"""购物""",113.23396185385379,23.4114786296754,113.24052521713604,23.417228018233698
（一口价28.8万买断过户）超大门面，新塘万达广场临街旺铺,增城,荔城中区,购物百货中心?1层,增城万达广场(商业),30.0,28.8,130300.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
（产权卖断）易发商业街一点点 月租1W4  手慢无,番禺,市桥,购物百货中心?1层,易发商业街,22.0,13.6,111400.0,"""道路""",113.3720747988479,22.94713746708065,113.37858671760833,22.95317826649838
（不动产过户）粤垦路商业街笋铺 现经营一点点 月租18200,天河,燕塘,商业街店铺?1层,粤垦路商铺,18.0,38.8,11000.0,"""道路""",113.3390643171309,23.16094322250777,113.34563468342746,23.16660381086899
白云区黄边地铁口旁  大型社区临街旺铺  急售,白云,黄边,临街门面?1层,时代玫瑰园商铺,132.0,790.0,102700.0,"""地产小区""",113.29313206997932,23.230737216982225,113.2995677695616,23.23699772595249
南岗万金街产权铺位！业主亏钱急售 总价32万！可以自经营,黄埔,开发西区,商业街店铺?1层,南岗万达广场,25.0,32.88,13000.0,"""购物""",113.5569894608964,23.10528450533643,113.56350891180793,23.111161506008853
产权铺!买它！珠影星光城临街星巴克 租金稳定收 长期稳定租约,海珠,客村,临街门面?1层,珠影星光城,45.0,92.8,10000.0,"""购物""",113.32781106435002,23.10038402134659,113.33436633010102,23.106110878973664
白云区黄边地铁口旁  大型社区临街旺铺  急售,白云,黄边,临街门面?1层,时代玫瑰园商铺,132.0,790.0,5.98,"""地产小区""",113.29313206997932,23.230737216982225,113.2995677695616,23.23699772595249
荔湾西城都荟！业主急卖断产权（月收租两万 地段成熟）临街商铺,荔湾,荔湾路,商业街店铺?1层,西城都荟,20.0,18.88,25600.0,"""购物""",113.24696913797286,23.116246012688323,113.25346536687518,23.122189316490073
(笋)东圃临街餐饮旺铺 可明火 一口价9.8万买断 带租约,天河,长湴,商业街店铺?1层,东圃购物中心商务区(商业),10.0,9.8,58200.0,"""购物""",113.409189368947,23.1269200457251,113.41560852277672,23.13321769981077
捡漏!业主急售 中山八街铺 现经营茶百道 租金稳定 可带看,荔湾,黄沙,临街门面?1层,中山八路新虹街商铺,30.0,36.8,80000.0,"""道路""",113.24245569177002,23.1312559030174,113.24896284318038,23.137121173155746
（大降价）客村双地铁旺铺 书亦烧仙草稳定经营中 带租约卖,海珠,客村,商业街店铺?1层,艺苑南路,22.0,88.0,22300.0,"""道路""",113.32858504437717,23.097685765205669,113.33514469328351,23.103405202078969
白云区机场路商圈2字头纯首层明火餐饮铺带租约出售,白云,机场路,临街门面?1层,又一居花园商铺,1391.89,3200.0,53100.0,"""地产小区""",113.26482565489431,23.176504863213535,113.27129184334417,23.182745980199308
"一口价39.6万包过户（稳定投姿）产权清晰,天环广场一楼旺铺",天河,体育西路,临街门面?1层,天环广场,25.0,39.6,16400.0,"""购物""",113.33120082019079,23.138038782174026,113.33774511072771,23.143730587868583
（证件齐全）萝岗万达金街（一点点）网红打卡地 带租约,黄埔,大沙地,商业街店铺?1层,萝岗万达广场(商业),30.0,58.8,16200.0,"""NoClass""",113.27327125380468,23.178707421272646,113.2797222559149,23.185029696662406
买它!买它!投姿金饭碗 番禺永旺本地业主出售coco铺位!,番禺,万博,购物百货中心?1层,永旺梦乐城(番禺)商铺,30.0,30.0,30000.0,"""购物""",113.39451348234367,22.943332850405186,113.40096589293427,22.949662820199433
(年初笋铺!)45万买断华师地铁口临街旺铺 带租(茶理宜世),天河,龙口东,商业街店铺?1层,华南师范大学教师新村商铺,35.0,45.8,157800.0,"""教育""",113.57541388656108,23.309277385976487,113.58200138514563,23.31495045384623
(同学委托出售越秀老神铺)区庄地铁口 即买即收 租金稳定,越秀,公园前,临街门面?1层,环市东路,20.0,35.0,17900.0,"""道路""",113.41392811017166,23.127790718181669,113.42035690788546,23.134040452696515
忍痛急售（独栋买断）中山3路 烈士陵园星巴克 收租7W5,越秀,农讲所,商业街店铺,中山三路商铺,400.0,1100.0,181000.0,"""道路""",113.28926702069338,23.133277509816055,113.29568632332574,23.13957420477873
急套现（产权过户）岗顶临街711便利店 收租2W 中介勿扰,天河,龙口东,商业街店铺?1层,莱福广场,25.0,120.0,35000.0,"""购物""",113.34525238446489,23.140472441809704,113.35180247373056,23.146141769940404
天河正佳广场 临街商铺（当天过户！一口价10万买断）产权清晰,天河,龙口东,商业街店铺?1层,正佳广场,16.0,9.9,99100.0,"""购物""",113.33363064676394,23.137855755338458,113.34017827404056,23.1435308205651
特价（5W首付）增城万达广场 临街旺铺肯德基 直接买断无抵押,增城,凤凰城,商业街店铺?1层,增城万达广场(商业),20.0,9.8,82900.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
东山口商圈 独栋商业 单价笋 收租稳定 连锁品牌租客,越秀,东湖,社区底商?1层,龟岗大马路商铺,946.0,6000.0,40400.0,"""道路""",113.30606317779119,23.33781002161884,113.31255108903767,23.343880056024419
南沙区万达广场！总价16.8万包全部 带租约出售 独立产权证,南沙,万顷沙,商业街店铺?1层,南沙万达广场(商业),20.0,16.8,108900.0,"""购物""",113.5388069489055,22.80086053063865,113.54526999926661,22.80704909903823
业主急卖！临街商铺（增城万达广场）证件齐全房管局当天过户,增城,荔城富鹏,商业街店铺?1层,增城万达广场(商业),40.0,65.7,22000.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
白云区沙太北保利锦绣公馆临街商铺出售 每套都可明火餐饮,白云,沙太北,临街门面?1层,保利锦绣公馆-广州市白云区,40.46,180.0,148600.0,"""地产小区""",113.3567267102317,23.24697815043732,113.36325202293658,23.252756409820085
